TransactionIndex,IcrRecordIndex,NumIcrRecordIndices,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,Bank Account,Bank Name,Bank Currency,GL Memo,GL Company
1937,"[43585, 46538, 47708, 60770, 72185]",5,[1972],1,[3034],1,6,-1029203,,28,10,2003,28,10,2003,paiementcheque,794904,7891010056211,CTD,TNC,ch794904 rem.expen.sousse,best ctd 460/2
1938,"[12576, 37228, 47048, 48470, 49554, 53389, 81040]",7,[1973],1,[3057],1,0,17640.0,,31,10,2003,31,10,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 14000$,best ctd 460/2
1939,"[10979, 34212, 39433, 43303, 49358, 50210, 69229, 76223]",8,[1974],1,[3056],1,0,-3830.0,,31,10,2003,31,10,2003,paiementcheque,794915,7891010056211,CTD,TNC,ch 794915 rgt/sal.octobre,best ctd 460/2
1940,"[9800, 12250, 32352, 48491, 50448, 55755, 55788, 69426, 91005, 93158, 94088, 95378]",12,[1975],1,[3041],1,0,-500.0,,31,10,2003,31,10,2003,paiementcheque,794916,7891010056211,CTD,TNC,ch 794916 avance personel,best ctd 460/2
1941,"[8697, 14201, 38543, 46662, 51106, 56465, 59703, 78366, 78507, 91125]",10,[1976],1,[3042],1,0,-645034,,31,10,2003,31,10,2003,paiementcheque,794917,7891010056211,CTD,TNC,ch794917 rem.expen.sousse,best ctd 460/2
1942,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1977],1,[3043],1,0,-201847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.ahmed 10,best ctd 460/2
1943,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1978],1,[3044],1,0,-1620847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.abdoul 10,best ctd 460/2
1944,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1979],1,[3045],1,0,-951847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.najeh 10,best ctd 460/2
1945,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1980],1,[3046],1,0,-801847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.cherif 10,best ctd 460/2
1946,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1981],1,[3047],1,0,-651847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.kilani 10,best ctd 460/2
1947,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1982],1,[3048],1,0,-1201847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.fawzi 10,best ctd 460/2
1948,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1983],1,[3049],1,0,-551847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.imed 10,best ctd 460/2
1949,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1984],1,[3050],1,0,-451847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.hamed 10,best ctd 460/2
1950,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1985],1,[3051],1,0,-517847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.halima10,best ctd 460/2
1951,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1986],1,[3052],1,0,-1851847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.sayahi 10,best ctd 460/2
1952,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1987],1,[3053],1,0,-301847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.mechichi 10,best ctd 460/2
1953,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1988],1,[3054],1,0,-501847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.herzi 10,best ctd 460/2
1954,"[1844, 7270, 7424, 8221, 29648, 72165, 72306, 73037, 87337, 88460, 89178, 92964]",12,[1989],1,[3055],1,0,-651847,,31,10,2003,31,10,2003,virtemiscomp,,7891010056211,CTD,TNC,virement/ sal.taoufik 10,best ctd 460/2
1955,"[24749, 38745, 49186, 62724, 71107]",5,[1990],1,[3035],1,12,-2958487,,3,11,2003,3,11,2003,paiementcheque,794903,7891010056211,CTD,TNC,ch 794903 rgt/f gsm 08,best ctd 460/2
1956,"[8355, 12499, 38571, 51809, 57762, 119240]",6,[1991],1,[3107],1,-1,1255.02,,4,11,2003,4,11,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 1000$,best ctd 460/2
1957,"[9461, 11845, 50868, 55791, 71295, 102622]",6,[1992],1,[3073],1,0,-840.0,,11,11,2003,11,11,2003,paiementcheque,807743,7891010056211,CTD,TNC,ch 807743 avance/personel,best ctd 460/2
1958,"[20694, 21763, 47526, 50244, 58241, 73507, 81136, 90269, 115259]",9,[1993],1,[3068],1,0,-1350.0,,11,11,2003,11,11,2003,paiementcheque,807741,7891010056211,CTD,TNC,ch 807741 rgt/loyer 4otr,best ctd 460/2
1959,"[24585, 29354, 39045, 50202, 70470, 92838]",6,[1994],1,[3065],1,1,-1597236,,11,11,2003,11,11,2003,paiementcheque,794924,7891010056211,CTD,TNC,ch 794924 rgt/expe.sousse,best ctd 460/2
1960,"[13417, 32548, 46311, 70245, 75700, 83040]",6,[1995],1,[3059],1,11,-131.86,,11,11,2003,11,11,2003,paiementcheque,794913,7891010056211,CTD,TNC,ch 794913 rem.expen.no61,best ctd 460/2
1961,"[1327, 32923, 48191, 52914, 78317, 82708, 100015]",7,[1996],1,[3074],1,0,-283.4,,11,11,2003,11,11,2003,paiementcheque,807744,7891010056211,CTD,TNC,ch 807744 alim/caisse,best ctd 460/2
1962,"[49201, 70980, 73358, 126973, 126990]",5,[1997],1,[3062],1,10,-1417.99,,11,11,2003,11,11,2003,paiementcheque,794918,7891010056211,CTD,TNC,ch794918 rem.expen.abdoul,best ctd 460/2
1963,"[41040, 71814, 73077, 82479, 126886, 126951]",6,[1998],1,[3063],1,10,-276.2,,11,11,2003,11,11,2003,paiementcheque,794920,7891010056211,CTD,TNC,ch 794920 rgt/f.micronet,best ctd 460/2
1964,"[11249, 48073, 49320, 49877, 75188, 82837, 98345, 106455]",8,[1999],1,[3067],1,0,-1475.2,,11,11,2003,11,11,2003,paiementcheque,807746,7891010056211,CTD,TNC,ch 807746 rgt/f.saq,best ctd 460/2
1965,"[12033, 17091, 20701, 47174, 47228, 55385]",6,[2000],1,[3108],1,6,19110.0,,11,11,2003,11,11,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 15000$,best ctd 460/2
1966,"[10709, 26876, 35832, 37998, 49748, 80305]",6,[2001],1,[3069],1,0,-11248464,,11,11,2003,11,11,2003,virement,,7891010056211,CTD,TNC,virement teletec,best ctd 460/2
1967,"[8324, 11872, 50234, 56440, 59225, 73459, 98396, 103571]",8,[2002],1,[3077],1,1,-150.0,,14,11,2003,14,11,2003,paiementcheque,807748,7891010056211,CTD,TNC,ch 807748 alim/caisse,best ctd 460/2
1968,"[259, 18748, 19497, 21789, 46825, 47339, 50490, 85826, 86967, 87152, 91208]",11,[2003],1,[3082],1,0,20016.0,,18,11,2003,18,11,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 16000$,best ctd 460/2
1969,"[7822, 46795, 49238, 54570, 59746, 82835]",6,[2004],1,[3075],1,5,-400.0,,18,11,2003,18,11,2003,paiementcheque,807749,7891010056211,CTD,TNC,ch 807749 avances/person.,best ctd 460/2
1970,"[11547, 21427, 46540, 49474, 69016, 71488, 71841, 72977, 82275, 97327]",10,[2005],1,[3081],1,1,-3910.0,,18,11,2003,18,11,2003,paiementcheque,807752,7891010056211,CTD,TNC,ch807752 rgt/sal.novembre,best ctd 460/2
1971,"[24585, 29354, 39045, 50202, 70470, 92838, 96567]",7,[2006],1,[3064],1,8,-2085.0,,18,11,2003,18,11,2003,paiementcheque,794923,7891010056211,CTD,TNC,ch 794923 rgt/f.voyageair,best ctd 460/2
1972,"[11314, 15391, 47306, 51898, 90567]",5,[2007],1,[3083],1,0,-201847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.ahmed 11,best ctd 460/2
1973,"[11314, 15391, 47306, 51898, 90567]",5,[2008],1,[3084],1,0,-1585097,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.aabdoul 11,best ctd 460/2
1974,"[11314, 15391, 47306, 51898, 90567]",5,[2009],1,[3085],1,0,-951847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.lachter 11,best ctd 460/2
1975,"[11314, 15391, 47306, 51898, 90567]",5,[2010],1,[3086],1,0,-801847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.cherif 11,best ctd 460/2
1976,"[11314, 15391, 47306, 51898, 90567]",5,[2011],1,[3087],1,0,-651847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.kilani 11,best ctd 460/2
1977,"[11314, 15391, 47306, 51898, 90567]",5,[2012],1,[3088],1,0,-1201847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.fawzi 11,best ctd 460/2
1978,"[11314, 15391, 47306, 51898, 90567]",5,[2013],1,[3089],1,0,-551847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.belhay 11,best ctd 460/2
1979,"[11314, 15391, 47306, 51898, 90567]",5,[2014],1,[3090],1,0,-451847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.bousnina11,best ctd 460/2
1980,"[11314, 15391, 47306, 51898, 90567]",5,[2015],1,[3091],1,0,-517847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.halima11,best ctd 460/2
1981,"[11314, 15391, 47306, 51898, 90567]",5,[2016],1,[3092],1,0,-1851847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.sayahi 11,best ctd 460/2
1982,"[11314, 15391, 47306, 51898, 90567]",5,[2017],1,[3093],1,0,-301847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.mechichi 11,best ctd 460/2
1983,"[11314, 15391, 47306, 51898, 90567]",5,[2018],1,[3095],1,0,-651847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.taoufik 11,best ctd 460/2
1984,"[11314, 15391, 47306, 51898, 90567]",5,[2019],1,[3094],1,0,-501847,,18,11,2003,18,11,2003,virtemiscomp,,7891010056211,CTD,TNC,virement sal.herzi 11,best ctd 460/2
1985,"[263, 10656, 48614, 76007, 80360, 90645, 103040]",7,[2020],1,[3080],1,2,-268846,,19,11,2003,19,11,2003,paiementcheque,807753,7891010056211,CTD,TNC,ch 807753 rgt/f.steg,best ctd 460/2
1986,"[49795, 57111, 72852, 93424, 103340]",5,[2021],1,[3076],1,6,-110.0,,19,11,2003,19,11,2003,paiementcheque,807747,7891010056211,CTD,TNC,ch 807747 rgt/f.n.phone,best ctd 460/2
1987,"[11325, 40451, 47293, 49324, 54776, 59010, 74285]",7,[2022],1,[3647],1,69,-718912,,20,11,2003,20,11,2003,paiementcheque,794812,7891010056211,CTD,TNC,ch 794812 rgt/f.m.cherif,best ctd 460/2
1988,"[11815, 47095, 56043, 59425, 68257, 73415, 76289]",7,[2023],1,[3078],1,4,-220.2,,21,11,2003,21,11,2003,paiementcheque,807750,7891010056211,CTD,TNC,ch 807750 rgt/f.planet,best ctd 460/2
1989,"[19044, 26440, 31181, 56629, 57498, 75202, 85689]",7,[2024],1,[3103],1,0,18735.0,,24,11,2003,24,11,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 15000$,best ctd 460/2
1990,"[11809, 13489, 13537, 43751, 47169, 58588, 69371, 70741, 71098, 75520]",10,[2025],1,[3058],1,24,-3518887,,24,11,2003,24,11,2003,paiementcheque,794912,7891010056211,CTD,TNC,ch 794912 rgt/declarat 09,best ctd 460/2
1991,"[12253, 46605, 76852, 79115, 80296, 85372, 98075, 103080]",8,[2026],1,[3072],1,13,-12159062,,24,11,2003,24,11,2003,paiementcheque,807742,7891010056211,CTD,TNC,ch 807742 rgt/ap 2o03,best ctd 460/2
1992,"[27083, 34298, 40194, 48431, 49069, 50236, 51361, 53109]",8,[2027],1,[3100],1,0,-850.2,,24,11,2003,24,11,2003,paiementcheque,807758,7891010056211,CTD,TNC,ch 807758 rgt/f.bezi,best ctd 460/2
1993,"[10175, 46478, 46492, 57816, 73234, 103017]",6,[2028],1,[3104],1,0,-420.0,,24,11,2003,24,11,2003,paiementcheque,807760,7891010056211,CTD,TNC,ch 807760 avances/person.,best ctd 460/2
1994,"[261, 21713, 47488, 50196, 51531, 78930, 79152, 80283]",8,[2029],1,[3101],1,0,-1695992,,24,11,2003,24,11,2003,paiementcheque,807759,7891010056211,CTD,TNC,ch807759 rem.expen.sousse,best ctd 460/2
1995,"[12566, 22012, 49548, 50140, 71445, 76233, 100031]",7,[2030],1,[3096],1,4,-226.4,,24,11,2003,24,11,2003,paiementcheque,807754,7891010056211,CTD,TNC,ch 807754 rem.expense,best ctd 460/2
1996,"[11575, 15262, 16135, 16528, 51427, 68800, 69560, 80122, 82336, 84895, 89103, 94845]",12,[2031],1,[3079],1,10,-2881485,,27,11,2003,27,11,2003,paiementcheque,807751,7891010056211,CTD,TNC,ch 807751 trg/f.total 09,best ctd 460/2
1997,"[27124, 43984, 46605, 71868]",4,[2032],1,[3066],1,16,-350589,,27,11,2003,27,11,2003,paiementcheque,807745,7891010056211,CTD,TNC,ch 807745 rgt/f.serviced,best ctd 460/2
1998,"[7954, 25073, 48022, 52059, 76375, 79081, 79485]",7,[2033],1,[3098],1,8,-300.4,,28,11,2003,28,11,2003,paiementcheque,807757,7891010056211,CTD,TNC,ch 807757 rgt/f.steg,best ctd 460/2
1999,"[39939, 50167, 50329, 52671, 59445]",5,[2034],1,[3070],1,20,-734518,,1,12,2003,1,12,2003,paiementcheque,794925,7891010056211,CTD,TNC,ch 794925 rgt/f.tic,best ctd 460/2
2000,"[7720, 10404, 18263, 38077, 46309, 49796, 55961, 56061]",8,[2035],1,[3117],1,0,-189.54,,1,12,2003,1,12,2003,paiementcheque,807695,7891010056211,CTD,TNC,ch807695 rgt/f.restaurant,best ctd 460/2
2001,"[12200, 16744, 17101, 18457, 18611, 19511, 46901, 52983, 55998, 73377, 107062, 129850]",12,[2036],1,[3115],1,0,-480.0,,1,12,2003,1,12,2003,paiementcheque,807692,7891010056211,CTD,TNC,ch 807692 avance/personel,best ctd 460/2
2002,"[10749, 38237, 50512, 52123, 61589, 66663, 79946, 104354]",8,[2037],1,[3114],1,0,-170734,,1,12,2003,1,12,2003,paiementcheque,807694,7891010056211,CTD,TNC,ch 807694 rgt/taxe alco,best ctd 460/2
2003,"[11345, 12105, 28760, 49769, 51300, 56546, 65742, 80225, 83693, 90819]",10,[2038],1,[3105],1,4,-697.0,,1,12,2003,1,12,2003,paiementcheque,807762,7891010056211,CTD,TNC,ch 807762 rgt/f.sideq,best ctd 460/2
2004,"[8775, 49811, 73112, 75459, 77134, 77876, 83021, 100624]",8,[2039],1,[3110],1,0,-1038583,,1,12,2003,1,12,2003,paiementcheque,807697,7891010056211,CTD,TNC,ch807697 rem.expen.sousse,best ctd 460/2
2005,"[7259, 22096, 34372, 49383, 49395, 55682, 72171, 74813]",8,[2040],1,[3111],1,0,-100.0,,1,12,2003,1,12,2003,paiementcheque,807698,7891010056211,CTD,TNC,ch 807698 avance/personel,best ctd 460/2
2006,"[12348, 32957, 43436, 53199, 78432, 79450, 79728]",7,[2041],1,[3112],1,0,-156874,,1,12,2003,1,12,2003,paiementcheque,807765,7891010056211,CTD,TNC,ch 807765 rgt/f.quincail.,best ctd 460/2
2007,"[36603, 52654, 96901]",3,[2042],1,[3113],1,0,6130456,,1,12,2003,1,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 5000$,best ctd 460/2
2008,"[7789, 46473, 48273, 50498, 66590, 84279, 84876, 90989, 92459, 111549]",10,[2043],1,[3186],1,-1,-2000.0,,2,12,2003,2,12,2003,retraitespeces,rcashbach,7891010056211,CTD,TNC,virement sal.bfg 11,best ctd 460/2
2009,"[9674, 21060, 49980, 56549, 70401, 81332, 102216]",7,[2044],1,[3097],1,12,-75.0,,2,12,2003,2,12,2003,paiementcheque,807755,7891010056211,CTD,TNC,ch807755 rgt/f.rapid-post,best ctd 460/2
2010,"[10276, 71840, 74867, 85800, 92688, 95818, 100861]",7,[2045],1,[3184],1,0,-1000.0,,3,12,2003,3,12,2003,paiementcheque,807701,7891010056211,CTD,TNC,ch 807701 avance/personel,best ctd 460/2
2011,"[256, 35711, 46653, 52784, 61530, 67419, 74511, 90376]",8,[2046],1,[3109],1,2,-141.0,,3,12,2003,3,12,2003,paiementcheque,807696,7891010056211,CTD,TNC,ch 807695 rgt/f.destinat.,best ctd 460/2
2012,"[22652, 49064, 84868, 108207]",4,[2047],1,[3188],1,0,1218175,,3,12,2003,3,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 1000$,best ctd 460/2
2013,"[10008, 36643, 46494, 48023, 69271, 70314]",6,[2048],1,[3106],1,7,-840.0,,5,12,2003,5,12,2003,paiementcheque,807764,7891010056211,CTD,TNC,ch 807764 avances/person.,best ctd 460/2
2014,"[17433, 28481, 36787, 47571, 47994, 50149, 74577, 108420]",8,[2049],1,[3116],1,4,-200.0,,5,12,2003,5,12,2003,paiementcheque,807691,7891010056211,CTD,TNC,ch 807691 rgt/c.saint ge.,best ctd 460/2
2015,"[8466, 11635, 47370, 48601, 55600, 57667, 69901, 72113, 96596, 107877]",10,[2050],1,[3185],1,2,-250.0,,5,12,2003,5,12,2003,paiementcheque,807703,7891010056211,CTD,TNC,ch 807703 avance/personel,best ctd 460/2
2016,"[7789, 46473, 48273, 50498, 66590, 84279, 84876, 90989, 92459, 111549]",10,[2051],1,[3187],1,2,-2000.0,,5,12,2003,5,12,2003,paiementcheque,807702,7891010056211,CTD,TNC,ch 807702 rgt/sal bfg 12,best ctd 460/2
2017,"[19564, 66026, 72761, 82311, 94750, 107403]",6,[2052],1,[3193],1,0,-100.0,,5,12,2003,5,12,2003,paiementcheque,807707,7891010056211,CTD,TNC,ch 807707 avance/personel,best ctd 460/2
2018,"[254, 29036, 47941, 56875, 57401, 78330]",6,[2053],1,[3189],1,2,-354.6,,5,12,2003,5,12,2003,paiementcheque,807705,7891010056211,CTD,TNC,ch 807705 rgt/f.bezi,best ctd 460/2
2019,"[12001, 51015, 58199, 92693, 98167, 100277]",6,[2054],1,[3195],1,0,-1808.55,,5,12,2003,5,12,2003,paiementcheque,807706,7891010056211,CTD,TNC,ch 807706 rgt/f.l'espoire,best ctd 460/2
2020,"[12674, 30216, 44201, 64670, 78573]",5,[2055],1,[3194],1,0,7339.45,,5,12,2003,5,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 6000$,best ctd 460/2
2021,"[13208, 55416, 68292, 72977, 78977, 79828, 80178]",7,[2056],1,[3099],1,19,-395.3,,9,12,2003,9,12,2003,paiementcheque,807756,7891010056211,CTD,TNC,ch 807756 alim/caisse,best ctd 460/2
2022,"[878, 24860, 32723, 60748, 100875, 107495, 126838]",7,[2057],1,[3127],1,-2,-223565,,9,12,2003,9,12,2003,paiementcheque,807708,7891010056211,CTD,TNC,ch 807708 rgt/f.monoprix,best ctd 460/2
2023,"[9820, 29670, 46494, 46718, 49537, 50754, 52649, 56838, 74100, 92117]",10,[2058],1,[3102],1,15,-398644,,9,12,2003,9,12,2003,paiementcheque,807761,7891010056211,CTD,TNC,ch 807761 rgt/f.cimef,best ctd 460/2
2024,"[13395, 24415, 32897, 37255, 43825, 44574, 67390, 70812, 73074]",9,[2059],1,[3129],1,-2,-390.0,,9,12,2003,9,12,2003,paiementcheque,807711,7891010056211,CTD,TNC,ch 807711 rgt/f.minuisier,best ctd 460/2
2025,"[874, 20749, 40082, 53104, 69988, 83028, 98892]",7,[2060],1,[3119],1,-2,-100.0,,9,12,2003,9,12,2003,paiementcheque,807713,7891010056211,CTD,TNC,ch 807713 avance/bob,best ctd 460/2
2026,"[19594, 33249, 52804, 71355, 83197, 90306, 93286]",7,[2061],1,[3120],1,-2,-373.6,,9,12,2003,9,12,2003,paiementcheque,807709,7891010056211,CTD,TNC,ch 807709 rgt/rxpen.anwar,best ctd 460/2
2027,"[12023, 21738, 29014, 30511, 51366, 69989, 79844, 90579, 92218]",9,[2062],1,[3118],1,-2,-200.0,,9,12,2003,9,12,2003,paiementcheque,807710,7891010056211,CTD,TNC,ch 807710 avances/person.,best ctd 460/2
2028,"[35416, 40682, 50084, 69783, 92458, 96277]",6,[2063],1,[3130],1,-2,-293.2,,9,12,2003,9,12,2003,paiementcheque,807712,7891010056211,CTD,TNC,ch 807712 rgt/f.mecanicie,best ctd 460/2
2029,"[30239, 30572, 32408, 33146, 59014, 106972]",6,[2064],1,[3196],1,0,606281,,9,12,2003,9,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 500$,best ctd 460/2
2030,"[32858, 38627, 42934, 43952, 50423, 50509, 58340, 60365]",8,[2065],1,[3128],1,0,-900.0,,11,12,2003,11,12,2003,paiementcheque,807715,7891010056211,CTD,TNC,ch 807715 avances/person.,best ctd 460/2
2031,"[40891, 65743, 76774, 78225, 87202, 94952]",6,[2066],1,[3125],1,0,609236,,11,12,2003,11,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 500$,best ctd 460/2
2032,"[14005, 69788, 70688, 74939]",4,[2067],1,[3133],1,0,-1500.0,,12,12,2003,12,12,2003,paiementcheque,794831,7891010056211,CTD,TNC,ch 794831 alim/caisse,best ctd 460/2
2033,"[9068, 13912, 46609, 50534, 59914, 79642, 100930]",7,[2068],1,[3132],1,3,-2486511,,15,12,2003,15,12,2003,paiementcheque,794833,7891010056211,CTD,TNC,ch 794833 rgt/sdps,best ctd 460/2
2034,"[36828, 43897, 57388, 72251, 72945, 76896, 82182, 85911, 92139, 98197]",10,[2069],1,[3134],1,0,2431611,,15,12,2003,15,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 2000$,best ctd 460/2
2035,"[30033, 71288, 71414, 82270, 90974, 109200]",6,[2070],1,[3145],1,15,-3392535,,17,12,2003,17,12,2003,virtemiscomp,,7891010056211,CTD,TNC,virt/nouri abid,best ctd 460/2
2036,"[1241, 7250, 19591, 34210, 40058, 70892, 92637]",7,[2071],1,[3122],1,6,-5038197,,17,12,2003,17,12,2003,paiementcheque,794826,7891010056211,CTD,TNC,ch 794826 rgt/gsm 09/03,best ctd 460/2
2037,"[34486, 41836, 43953, 51849, 53212, 67159, 78774, 79157, 82081, 94864]",10,[2072],1,[3140],1,0,19584.0,,17,12,2003,17,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 16000$,best ctd 460/2
2038,"[1014, 1242, 25742, 30100, 46327, 82804, 90222]",7,[2073],1,[3121],1,6,-2740.0,,17,12,2003,17,12,2003,paiementcheque,807714,7891010056211,CTD,TNC,ch 807714 rgt/f.bonus 10,best ctd 460/2
2039,"[8274, 13073, 47499, 72409, 73480, 99881, 100813]",7,[2074],1,[3135],1,2,-1948181,,17,12,2003,17,12,2003,paiementcheque,794836,7891010056211,CTD,TNC,ch794836 rem.expen sousse,best ctd 460/2
2040,"[10842, 49497, 72096, 72928, 85444, 98446, 111510]",7,[2075],1,[3138],1,2,-234.2,,17,12,2003,17,12,2003,paiementcheque,794838,7891010056211,CTD,TNC,ch 794838 rem.exprnse,best ctd 460/2
2041,"[20087, 25553, 43518, 50146, 62095, 73182, 92398]",7,[2076],1,[3136],1,2,-630.0,,17,12,2003,17,12,2003,paiementcheque,794839,7891010056211,CTD,TNC,ch 794839 rgt/f.quincaill,best ctd 460/2
2042,"[12615, 25464, 33607, 37470, 39382, 39414, 43360, 49246, 53202, 92823, 115630]",11,[2077],1,[3124],1,7,-3833311,,18,12,2003,18,12,2003,paiementcheque,794828,7891010056211,CTD,TNC,ch 794828 rgt/quit.ptt 3o,best ctd 460/2
2043,"[12652, 34295, 72072, 72926, 73853]",5,[2078],1,[3139],1,2,-560819,,18,12,2003,18,12,2003,paiementcheque,794840,7891010056211,CTD,TNC,ch 794840 rgt/f.rmb,best ctd 460/2
2044,"[7700, 28816, 43612, 43871, 49097, 57772, 65577, 71983, 94553]",9,[2079],1,[3141],1,0,1204384,,18,12,2003,18,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 1000$,best ctd 460/2
2045,"[12415, 25303, 30453, 30912, 46772, 48509, 53406, 69864]",8,[2080],1,[3146],1,17,-739.0,,19,12,2003,19,12,2003,paiementcheque,794830,7891010056211,CTD,TNC,ch 794830 alim/caisse,best ctd 460/2
2046,"[14479, 40807, 70343, 77370, 94000, 97348]",6,[2081],1,[3126],1,8,-1539368,,19,12,2003,19,12,2003,paiementcheque,794829,7891010056211,CTD,TNC,ch 794829 rgt/quit.ptt 3o,best ctd 460/2
2047,"[19944, 41407, 44663, 47726, 49388, 53252, 61104, 61120, 66776, 72508, 76718]",11,[2082],1,[3143],1,0,2407318,,19,12,2003,19,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 2000$,best ctd 460/2
2048,"[35849, 47397, 58244, 90247, 91570, 102311]",6,[2083],1,[3149],1,0,-4500.0,,22,12,2003,22,12,2003,paiementcheque,794843,7891010056211,CTD,TNC,ch794843 alim/caisse,best ctd 460/2
2049,"[24181, 26697, 40422, 41693, 71096, 74103, 74170]",7,[2084],1,[3147],1,0,6029181,,22,12,2003,22,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 5000$,best ctd 460/2
2050,"[33975, 41908, 50225, 72078, 80195, 91691]",6,[2085],1,[3131],1,10,-194.4,,22,12,2003,22,12,2003,paiementcheque,794832,7891010056211,CTD,TNC,ch 794832 rgt/steg bureau,best ctd 460/2
2051,"[40836, 41534, 50293, 53792, 55023, 78976, 82843]",7,[2086],1,[3123],1,12,-2998365,,22,12,2003,23,12,2003,paiementcheque,794827,7891010056211,CTD,TNC,ch 794827 rgt/gsm 10/03,best ctd 460/2
2052,"[9629, 25967, 29978, 38216, 40928, 50836, 57009, 75163, 82890, 91003]",10,[2087],1,[3150],1,0,1204384,,23,12,2003,23,12,2003,virement,,7891010056211,CTD,TNC,virement usd/ctd 1000$,best ctd 460/2
2053,"[16462, 19867, 37556, 38839, 46596, 50987, 57892, 70541, 130231]",9,[2088],1,[3142],1,5,-1020.0,,24,12,2003,24,12,2003,paiementcheque,794841,7891010056211,CTD,TNC,ch 794841 rgt/f.ben ghor.,best ctd 460/2
