OcrRecordIndex,TransactionIndex,NumTransactionIndices,Document_Type,Amount,Company,Day,Month,Year,Document_Number,PurchaseOrder_Number,Cheque_Number
8544,[11333],1,Invoice/Facture,1028800,Destination Tourisme & Voyages,24,11,2007,4246,MISSING,NoChequeNumberField
8547,"[11482, 5348, 2214, 17523]",4,Invoice/Facture,704500,Societe National de Telecom Actel Bardo,30,3,2006,MISSING,MISSING,NoChequeNumberField
8548,"[2929, 10249, 3883, 12687, 14635, 18136]",6,Invoice/Facture,90000,BECT,9,7,2008,5344,MISSING,NoChequeNumberField
8549,"[1861, 12063, 4511]",3,Invoice/Facture,3658.52,Pioneer Natural Resources Tunisia LTD,28,4,2008,Sol/Wl/00110/08,MISSING,NoChequeNumberField
8550,"[4714, 14338]",2,Invoice/Facture,330000,OK Restaurant SA,27,6,2005,1669/05,MISSING,NoChequeNumberField
8553,,,Invoice/Facture,2000000,Mosaique,NaN,NaN,NaN,F08-88,MISSING,NoChequeNumberField
8554,"[19008, 15767, 2413, 18298, 9336]",5,Invoice/Facture,1132416,Selimat,11,6,2003,565900R/A/M/000,MISSING,NoChequeNumberField
8556,"[9702, 18641, 4408, 1699]",4,Cheque,4536177,Tunisiana SA,30,4,2009,2635156,NoPurchaseOrderNumberField,NoChequeNumberField
8558,"[6116, 4941, 12668]",3,Invoice/Facture,305300,Ariana Logistics,5,8,2008,1768,MISSING,NoChequeNumberField
8566,"[5194, 8952]",2,Invoice/Facture,150300,Global Metallic Product Industries,4,1,2006,1083,MISSING,NoChequeNumberField
8572,[11106],1,Invoice/Facture,1755340,Bureau Plus,11,11,2008,FC72005,MISSING,NoChequeNumberField
8576,[10694],1,Invoice/Facture,973300,Destination Tourisme & Voyages,9,9,2008,3052,NoPurchaseOrderNumberField,NoChequeNumberField
8578,"[3658, 1866, 12067, 5697, 19345]",5,Invoice/Facture,1788680,Ariana Logistics,12,5,2008,1639,MISSING,NoChequeNumberField
8581,[8602],1,Invoice/Facture,290000,BECT,18,12,2007,5152,MISSING,NoChequeNumberField
8589,"[308, 2571, 3704, 18045]",4,Invoice/Facture,777895,Ariana Logistics,15,5,2008,1653,MISSING,NoChequeNumberField
8590,[11333],1,Invoice/Facture,178200,Societe Tunisienne de l'Electricite du Gaz,NaN,NaN,NaN,MISSING,MISSING,NoChequeNumberField
8594,,,Invoice/Facture,3036752,Sea World Navigation Company,NaN,7,2007,20070404,76364,NoChequeNumberField
8595,,,Insurance,86917.25,Winstar Tunisia BV,5,11,2008,SOL/WL/00308/08,MISSING,NoChequeNumberField
8596,"[2117, 3922, 18643, 15285, 3583, 17952]",6,Insurance,6640.00,ENI Tunisia BV Succursale de Tunis,25,4,2008,sol/wl/00425/08,500305,NoChequeNumberField
8597,[11328],1,Invoice/Facture,879300,Destination Tourisme & Voyages,30,12,2007,4341,MISSING,NoChequeNumberField
8598,,,Invoice/Facture,17327330,Compagnie Tuniso Koweito Chinoise de Petrole,17,12,2007,SOL/WT/0327/07,MISSING,NoChequeNumberField
8601,"[17890, 8021]",2,Invoice/Facture,82020.00,ENI Tunisia BV Succursale de Tunis,30,8,2007,SOL/WT/0224/07,500055,NoChequeNumberField
8607,"[18023, 19668, 13952, 7044, 17225]",5,Invoice/Facture,1222300,Mercure Sfax,4,5,2006,814,NoPurchaseOrderNumberField,NoChequeNumberField
8608,"[13795, 17499, 4029, 2280, 11839, 19626]",6,Invoice/Facture,405300,Sangho Privilege Tataouine,12,2,2007,256,MISSING,NoChequeNumberField
8612,,,Invoice/Facture,815500,Destination Tourisme & Voyages,17,12,2007,1142,MISSING,NoChequeNumberField
8617,"[3173, 17217, 3937, 19616, 11476]",5,Invoice/Facture,147969,Bureau Plus,10,2,2007,620,MISSING,NoChequeNumberField
8620,"[4135, 1354, 2340, 3342]",4,Invoice/Facture,501985,Economic Auto,19,2,2007,07D00444,4118,NoChequeNumberField
8622,"[1710, 18701, 7178, 163, 19296]",5,Invoice/Facture,6952300,STE Heritiers Ben Salem Chedly,26,5,2006,1487/06,171,NoChequeNumberField
8628,"[17766, 1550]",2,Invoice/Facture,44081.00,Sodeps Bureau d'Order Central,14,3,2008,sol/wl/00052/08,MISSING,NoChequeNumberField
8630,"[19291, 18330, 3527, 5627, 12014]",5,Payment Order,9995019,STE Techniques Inspection & Controle,28,4,2010,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
8633,[11103],1,Invoice/Facture,24305.00,ENI Tunisia BV Succursale de Tunis,25,12,2007,SOL/WL/0346/07,500305,NoChequeNumberField
8636,,,Invoice/Facture,980300,Destination Tourisme & Voyages,5,11,2008,3690,MISSING,NoChequeNumberField
8637,"[2210, 19619, 17514]",3,Invoice/Facture,800340,Pneu Daouas,NaN,NaN,NaN,fa0830,MISSING,NoChequeNumberField
8641,[18203],1,Invoice/Facture,33185.50,ENI Tunisia BV Succursale de Tunis,2,9,2008,SOL/WL/00238/08,500305,NoChequeNumberField
8645,[8762],1,Receipt,1121000,Amor Dellel,14,12,2007,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
8647,"[13358, 5195, 71]",3,Invoice/Facture,4374300,Destination Tourisme & Voyages,13,1,2006,93,NoPurchaseOrderNumberField,NoChequeNumberField
8649,"[13132, 6249]",2,Invoice/Facture,4015711,Ariana Logistics,7,10,2008,1836,MISSING,NoChequeNumberField
8652,"[18320, 4677]",2,Invoice/Facture,33662.00,ENI Tunisia BV Succursale de Tunis,24,5,2007,sol/wt/0137/07,500055,NoChequeNumberField
8655,[19208],1,Invoice/Facture,2831481,Auto Service Express,13,10,2008,ss0611,BL:SS0604,NoChequeNumberField
8658,,,Invoice/Facture,63310.00,Winstar Tunisia BV,5,11,2008,sol/bhp/00307/08,Ches/08/009826,NoChequeNumberField
8661,"[4998, 18374, 19094, 10500]",4,Invoice/Facture,575.00,ENI Tunisia BV Succursale de Tunis,24,7,2008,SOL/WT/00211/08,500288,NoChequeNumberField
8671,"[18910, 18911]",2,Invoice/Facture,31165.00,Winstar Tunisia BV,31,12,2007,sol/wl/0376/07,MISSING,NoChequeNumberField
8673,"[15432, 13622, 5252, 3142]",4,Invoice/Facture,2171500,Publicad,27,3,2006,FA015/06,NoPurchaseOrderNumberField,NoChequeNumberField
8678,"[8591, 11129]",2,Invoice/Facture,162300,Omega Data Services LTD,8,11,2007,711080147,MISSING,NoChequeNumberField
8680,"[18391, 3781, 4609, 2641]",4,Invoice/Facture,32091.80,ENI Tunisia BV Succursale de Tunis,15,5,2006,sol/sro/0125/07,500042,NoChequeNumberField
8681,"[11137, 18264]",2,Invoice/Facture,3901800,Destination Tourisme & Voyages,21,11,2008,3907,MISSING,NoChequeNumberField
8684,"[18642, 4401, 17306, 1687]",4,Invoice/Facture,22484.00,Pioneer Natural Resources Tunisia LTD,28,3,2007,SOL/BHP/0060/07,MISSING,NoChequeNumberField
8687,"[1349, 2380, 3337, 4133]",4,Invoice/Facture,568353,Economic Auto,7,2,2007,07D00331,MISSING,NoChequeNumberField
8693,,,Invoice/Facture,62000,Office National des Postes Rapid Poste Tunis,4,1,2008,8508,MISSING,NoChequeNumberField
8697,"[18333, 14181, 1941, 4689]",4,Invoice/Facture,300.00,ENI Tunisia BV Succursale de Tunis,24,5,2007,sol/wl/0142/07,500042,NoChequeNumberField
8700,"[19159, 6155]",2,Invoice/Facture,2322.18,Maretap SA,15,9,2008,SOL/WL/00264/08,MISSING,NoChequeNumberField
8706,"[19224, 4427, 1725, 17590]",4,Invoice/Facture,5360.10,ENI Tunisia BV Succursale de Tunis,23,4,2007,sol/wl/0097/07,500042,NoChequeNumberField
8708,,,Invoice/Facture,42254.68,Pioneer Natural Resources Tunisia LTD,6,12,2007,SOL/WT/0325/07,MISSING,NoChequeNumberField
8709,"[3181, 15559, 3999, 11500, 2193]",5,Invoice/Facture,8809420,La Maison du Flexible,16,2,2007,700219,MISSING,NoChequeNumberField
8712,"[17699, 2874, 17141]",3,Invoice/Facture,9220.00,ENI Tunisia BV Succursale de Tunis,30,6,2008,SOL/WL/00195/08,500305,NoChequeNumberField
8714,"[6992, 19012, 15790]",3,Receipt,500000,Enterprise d'Electricite et Climatisation Instalation & Reparation,28,5,2007,738,MISSING,NoChequeNumberField
8715,"[19520, 10762]",2,Invoice/Facture,110.30,Pioneer Natural Resources Tunisia LTD,30,10,2007,SOL/WT/0278/07,MISSING,NoChequeNumberField
8717,"[4682, 18335, 14180]",3,Invoice/Facture,3287.20,ENI Tunisia BV Succursale de Tunis,24,5,2007,sol/bhp/0143/07,500042,NoChequeNumberField
8722,,,Invoice/Facture,398440,CDF,31,12,2007,S20070641,MISSING,NoChequeNumberField
8723,"[2233, 17534]",2,Invoice/Facture,1408700,Societe National de Telecom Actel Bardo,NaN,NaN,NaN,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
8727,[11099],1,Invoice/Facture,20992.50,ENI Tunisia BV Succursale de Tunis,20,11,2008,SOL/WL/00345/08,500305,NoChequeNumberField
8728,"[2871, 6004, 17117]",3,Invoice/Facture,22849211,Sodeps Bureau d'Order Central,10,6,2008,SOL/WT/00173/08,ENI500288/09/SOD.017,NoChequeNumberField
8729,"[15150, 18848, 6161]",3,Invoice/Facture,UNREADABLE,Storm Ventures INC,15,9,2008,SOL/BHP/00268/08,MISSING,NoChequeNumberField
8730,,,Invoice/Facture,39420.00,ENI Tunisia BV Succursale de Tunis,2,9,2008,SOL/WT/00253/08,500288,NoChequeNumberField
8735,"[15188, 19210, 6520]",3,Invoice/Facture,920.00,ENI Tunisia BV Succursale de Tunis,15,10,2008,sol/wt/00290/08,500288,NoChequeNumberField
8741,[15258],1,Invoice/Facture,400000,Knaz Lotfi,9,10,2008,2,NoPurchaseOrderNumberField,NoChequeNumberField
8742,"[19300, 1741, 7179, 18711, 183]",5,Invoice/Facture,29156.00,ENI Tunisia BV Succursale de Tunis,12,4,2007,sol/wt/0077/07,500055,NoChequeNumberField
8750,"[17422, 659, 18802]",3,Invoice/Facture,6676659,Ariana Logistics,22,8,2008,1795,MISSING,NoChequeNumberField
8753,[11106],1,Invoice/Facture,192000,Fono Ariana,29,12,2007,Faa71891,MISSING,NoChequeNumberField
8755,"[11510, 17539, 2270]",3,Invoice/Facture,33862.20,Compagnie Tuniso Koweito Chinoise de Petrole,7,2,2007,sol/wt/0019/07,MISSING,NoChequeNumberField
8757,,,Invoice/Facture,7580.00,Compagnie Tuniso Koweito Chinoise de Petrole,5,9,2008,SOL/WL/00255/08,MISSING,NoChequeNumberField
8760,"[17928, 53]",2,Invoice/Facture,760376,Zorgati Vehicles Industriels,27,12,2005,UNREADABLE,NoPurchaseOrderNumberField,NoChequeNumberField
8762,"[17497, 3938, 11493, 17209]",4,Invoice/Facture,2710400,Sheraton Tunis Hotel & Towers,3,2,2007,10607919,MISSING,NoChequeNumberField
8767,"[1370, 4159, 15744]",3,Invoice/Facture,219520,Technic Art Papeterie Bureatique Beaux Arts,26,2,2007,Fv070242,MISSING,NoChequeNumberField
8771,"[5462, 19633, 1408, 13345]",4,Invoice/Facture,26541.00,Compagnie Tuniso Koweito Chinoise de Petrole,27,3,2008,SOL/WT/00073/08,REF.219/2006,NoChequeNumberField
8775,"[2004, 19388, 5854, 2712, 18786]",5,Invoice/Facture,8103.62,Pioneer Natural Resources Tunisia LTD,23,5,2008,sol/wt/00148/08,MISSING,NoChequeNumberField
8777,,,Invoice/Facture,31851.20,ENI Tunisia BV Succursale de Tunis,20,11,2008,sol/wl/00352/08,500305,NoChequeNumberField
8779,,,Invoice/Facture,12203.36,Sodeps Bureau d'Order Central,2,12,2008,sol/wl/00363/08,eni 500418/sod.45,NoChequeNumberField
8787,"[12887, 6246]",2,Invoice/Facture,592660,Ariana Logistics,6,10,2008,1830,MISSING,NoChequeNumberField
8792,"[18554, 19209]",2,Invoice/Facture,6020300,Mohamed Hassen Enterprise de Manutention,31,12,2007,180/12-2007,MISSING,NoChequeNumberField
8795,[19576],1,Invoice/Facture,1129944,Orascom Telecom Tunisie SA,31,10,2008,8001935,MISSING,NoChequeNumberField
8796,[13051],1,Invoice/Facture,21000.00,Sodeps Bureau d'Order Central,1,10,2007,SOL/BHP/0254/07,ENI500305/09/SOD.018,NoChequeNumberField
8797,[8773],1,Invoice/Facture,577600,Comptoir el Amen,31,12,2007,1387,MISSING,NoChequeNumberField
8799,"[17746, 13361, 3409, 2170, 15448, 18686]",6,Receipt,73500,Sangho Privilege Tataouine,15,10,2008,1009,MISSING,NoChequeNumberField
8805,,,Invoice/Facture,11795.00,ENI Tunisia BV Succursale de Tunis,20,11,2008,SOL/WL/00343/08,500305,NoChequeNumberField
8814,"[1747, 18694, 7192, 172, 19295]",5,Receipt,78200,ETS Bali Lassaad,26,5,2006,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
8818,"[8581, 11140]",2,Invoice/Facture,71300,Sangho Privilege Tataouine,10,12,2007,3311,NoPurchaseOrderNumberField,NoChequeNumberField
8819,[8558],1,Invoice/Facture,13859.00,ENI Tunisia BV Succursale de Tunis,9,11,2007,SOL/WT/0292/07,500288,NoChequeNumberField
8822,"[2758, 17681, 16268, 7393, 4772]",5,Invoice/Facture,13360.00,ENI Tunisia BV Succursale de Tunis,20,6,2007,sol/wt/0174/07,500055,NoChequeNumberField
8824,,,Invoice/Facture,1913534,Economic Auto,31,12,2007,Fss71092,MISSING,NoChequeNumberField
8825,"[13951, 3573, 5611, 7143]",4,Invoice/Facture,116137,Promogro,29,3,2010,01-002-001-00757776,MISSING,NoChequeNumberField
8828,,,Invoice/Facture,3175.00,Pioneer Natural Resources Tunisia LTD,20,11,2008,sol/wt/00357/08,MISSING,NoChequeNumberField
8831,"[19355, 2548, 18061, 3644, 7333, 1883]",6,Quittance,700692,NA Solid Petroserve Ltd,15,6,2006,12006062594,NoPurchaseOrderNumberField,NoChequeNumberField
8833,"[17711, 3189, 15272, 13628]",4,Invoice/Facture,886300,Sheraton Tunis Hotel & Towers,13,1,2007,10607406,MISSING,NoChequeNumberField
8834,"[13373, 5205]",2,Invoice/Facture,268455,Bureau d'Etudes Conseils Techniques,NaN,NaN,NaN,4592,MISSING,NoChequeNumberField
8839,"[19234, 3300, 2186, 15444, 9305]",5,Invoice/Facture,124534,Societe Tunisienne des Automobiles Citroen,8,2,2007,7200367,MISSING,NoChequeNumberField
8844,[10715],1,Invoice/Facture,250000,BECT,17,9,2008,5378,NoPurchaseOrderNumberField,NoChequeNumberField
8846,"[19454, 17457, 7976]",3,Invoice/Facture,17176.20,ENI Tunisia BV Succursale de Tunis,10,8,2007,sol/wl/0205/07,MISSING,NoChequeNumberField
8847,"[8932, 11120]",2,Invoice/Facture,2917000,Publizine,20,11,2007,703,NoPurchaseOrderNumberField,NoChequeNumberField
8850,"[13351, 5189, 65]",3,Invoice/Facture,900300,Planet Fast Food,13,1,2006,1168,NoPurchaseOrderNumberField,NoChequeNumberField
8853,"[4155, 1374, 15578]",3,Invoice/Facture,290300,Ariana Logistics,23,1,2008,1461,MISSING,NoChequeNumberField
8855,"[14165, 9740, 19692, 2554]",4,Invoice/Facture,22656.00,Pioneer Natural Resources Tunisia LTD,21,4,2008,Sol/Wt/00103/08,"Master Service contract dated 11110th,2006",NoChequeNumberField
8857,[597],1,Invoice/Facture,415900,Societe Tunisienne de l'Electricite du Gaz,3,11,2008,607842700,MISSING,NoChequeNumberField
8860,,,Invoice/Facture,52505.00,ENI Tunisia BV Succursale de Tunis,20,11,2008,SOL*WL/0033708,500305,NoChequeNumberField
8864,"[5582, 18305, 2422, 15774, 9339]",5,Invoice/Facture,125000,Facture Moyenne Tension,25,5,2006,80046154,MISSING,NoChequeNumberField
8866,"[309, 16263, 2774, 3818, 4769, 14351, 16910]",7,Invoice/Facture,905.00,ENI Tunisia BV Succursale de Tunis,20,6,2007,sol/wl/0169/07,500042,NoChequeNumberField
8867,"[17675, 7961, 4907, 12632, 14644, 17186, 18109]",7,Invoice/Facture,1801224,STD d'Hammamet Materiaux Construction Bois & Quaincaillerie,16,10,2004,6455,MISSING,NoChequeNumberField
8868,"[1551, 17767]",2,Invoice/Facture,29450.00,Sodeps Bureau d'Order Central,14,3,2008,sol/wl/00053/08,eni500305/09/sod 018,NoChequeNumberField
8873,[15244],1,Invoice/Facture,610800,Techno Flex,30,9,2008,281578,28/0286,NoChequeNumberField
8874,,,Invoice/Facture,969300,Electro Nour el Houda,14,10,2008,731,MISSING,NoChequeNumberField
8877,,,Invoice/Facture,360300,Societe de Distribution de Friperie,7,5,2008,76/2008,MISSING,NoChequeNumberField
8884,,,Invoice/Facture,48032.50,ENI Tunisia BV Succursale de Tunis,20,11,2008,sol/wl/00333/08,500305,NoChequeNumberField
8887,[11164],1,Invoice/Facture,2445659,Industries Nouri Abid,11,12,2007,342/2007,NoPurchaseOrderNumberField,NoChequeNumberField
8889,"[19189, 8344]",2,Invoice/Facture,22914.30,ENI Tunisia BV Succursale de Tunis,8,11,2007,SOL/BHP/0279/07,500042,NoChequeNumberField
8894,,,Invoice/Facture,13840.00,ENI Tunisia BV Succursale de Tunis,20,11,2008,SOL/BHP/00341/08,500305,NoChequeNumberField
8899,,,Invoice/Facture,16355.00,ENI Tunisia BV Succursale de Tunis,25,12,2007,sol/wl/0355/07,500305,NoChequeNumberField
8900,"[18829, 6124]",2,Invoice/Facture,27399.50,ENI Tunisia BV Succursale de Tunis,24,7,2008,sol/wl/00206/08,500305 & 500288,NoChequeNumberField
8903,,,Invoice/Facture,22435.40,Sodeps Bureau d'Order Central,31,12,2008,SOL/BHP/00404/08,500383/SOD.46,NoChequeNumberField
8906,"[11144, 18265]",2,Invoice/Facture,790800,Destination Tourisme & Voyages,21,11,2008,3909,MISSING,NoChequeNumberField
8909,"[3874, 2875, 4919, 17145]",4,Invoice/Facture,34803.00,ENI Tunisia BV Succursale de Tunis,30,6,2008,SOL/WL/00197/08,500288,NoChequeNumberField
8913,[11467],1,Invoice/Facture,92200,CAI,25,1,2010,3108767,NoPurchaseOrderNumberField,NoChequeNumberField
8914,"[14969, 10785, 10786, 10787, 10788, 10789]",6,Receipt,1680000,Station Service Agil,7,11,2008,MISSING,MISSING,NoChequeNumberField
8921,"[3686, 1877, 19344, 12080, 5689]",5,Invoice/Facture,600750,Ariana Logistics,29,4,2008,1627,MISSING,NoChequeNumberField
8922,[19881],1,Invoice/Facture,22355.00,ENI Tunisia BV Succursale de Tunis,24,9,2007,SOL/WL/0247/07,MISSING,NoChequeNumberField
8936,"[1707, 19022, 7300, 19237, 2438, 17588]",6,Invoice/Facture,14902.00,ENI Tunisia BV Succursale de Tunis,23,4,2007,sol/wt/0100/07,500055,NoChequeNumberField
8939,"[13459, 5168, 5169, 5171, 5172, 5174, 5175, 5177, 5178, 5180, 5181, 72]",12,Receipt,40000,Hotel Relais du Sahara,NaN,NaN,NaN,1164,NoPurchaseOrderNumberField,NoChequeNumberField
8942,"[12852, 19797, 5153, 6282, 10650]",5,Invoice/Facture,2190300,Groupement de Medicine du Travail du Gouvermorat de Sousse,17,9,2008,FA080617,MISSING,NoChequeNumberField
8949,"[14825, 18866, 18145]",3,Invoice/Facture,248300,Ariana Logistics,10,10,2008,1859,NoPurchaseOrderNumberField,NoChequeNumberField
8954,,,Invoice/Facture,28134.45,Compagnie Tuniso Koweito Chinoise de Petrole,17,12,2007,SOL/WT/0328/07,219/2006,NoChequeNumberField
8955,,,Invoice/Facture,16857.50,ENI Tunisia BV Succursale de Tunis,25,12,2007,SOL/WL/0338/07,MISSING,NoChequeNumberField
8967,"[18832, 12673, 2963]",3,Invoice/Facture,31117.00,ENI Tunisia BV Succursale de Tunis,24,7,2008,SOL/WL/00210/08,500305,NoChequeNumberField
8968,[19208],1,Invoice/Facture,2831481,Auto Service Express,13,10,2008,SS0611,BL:ss0604,NoChequeNumberField
8971,"[3403, 2264, 11866, 4077]",4,Invoice/Facture,72300,EMK SA,22,2,2007,70190,820,NoChequeNumberField
8977,"[17572, 1527, 9308, 4323]",4,Invoice/Facture,723300,Ariana Logistics,21,4,2008,1611,MISSING,NoChequeNumberField
8978,"[18166, 19484, 19485, 18879, 13018]",5,Invoice/Facture,120300,STE Net Phone SARL,7,10,2008,FACH9611,MISSING,NoChequeNumberField
8981,"[4181, 15591, 17218, 11724, 5449]",5,Invoice/Facture,432328,Ariana Logistics,11,3,2008,1553,17650343823,NoChequeNumberField
8982,"[13352, 66, 5190]",3,Invoice/Facture,26250.00,ENI Tunisia BV Succursale de Tunis,7,2,2008,sol/wt/00020/08,500305,NoChequeNumberField
8988,"[19256, 3964, 11297, 2108]",4,Payment Order,NoAmountField,NoCompanyNameField,27,1,2010,NoDocNumberField,NoPurchaseOrderNumberField,NoChequeNumberField
8993,[13366],1,Invoice/Facture,147800,Sheraton Tunis Hotel & Towers,11,12,2006,10606714,DTE0001,NoChequeNumberField
9003,[11098],1,Invoice/Facture,18556.50,ENI Tunisia BV Succursale de Tunis,25,12,2007,SOL/WL/0345/07,500305,NoChequeNumberField
9005,,,Invoice/Facture,42324.69,ENI Tunisia BV Succursale de Tunis,20,11,2008,sol/wl/00353/08,500305,NoChequeNumberField
9011,"[12138, 3735, 18397, 17363]",4,Invoice/Facture,10471.80,Residence du Lac Bloc,15,5,2007,sol/wl/0129/07,500042,NoChequeNumberField
9013,"[6424, 14990]",2,Invoice/Facture,385300,Sangho Privilege Tataouine,10,10,2008,2911,MISSING,NoChequeNumberField
9014,"[5037, 7974, 10627]",3,Invoice/Facture,31500.00,Petrofac Ressources International,20,8,2007,SOL/WT/0215/07,PTU_PRO_POR_0114_V1,NoChequeNumberField
9022,"[19872, 2937]",2,Invoice/Facture,31760.25,ENI Tunisia BV Succursale de Tunis,9,7,2007,sol/plt/0188/07,500042,NoChequeNumberField
9024,,,Invoice/Facture,527300,Tri Car Location de Voitures,31,12,2007,09/12/07,MISSING,NoChequeNumberField
9026,[418],1,Invoice/Facture,248300,Ariana Logistics,26,8,2008,1800,dae:4289,NoChequeNumberField
9028,"[13042, 6244]",2,Invoice/Facture,790500,Destination Tourisme & Voyages,NaN,NaN,NaN,637,MISSING,NoChequeNumberField
9032,"[3871, 2890, 17144]",3,Invoice/Facture,17297.00,ENI Tunisia BV Succursale de Tunis,30,6,2008,SOL/WL/00196/08,500305,NoChequeNumberField
9038,[13336],1,Invoice/Facture,37700.00,Winstar Tunisia BV,23,10,2008,sol/wl/00297/08,MISSING,NoChequeNumberField
9046,"[4454, 9159, 5486]",3,Cheque,166000,Mechichi Youssef B.Ali,12,6,2006,1600004,NoPurchaseOrderNumberField,NoChequeNumberField
9049,"[4450, 9183, 5478]",3,Cheque,700000,Mechichi Youssef B.Ali,10,6,2006,952333,NoPurchaseOrderNumberField,NoChequeNumberField
9051,"[2121, 8955, 17750, 15310, 3236, 13775]",6,Invoice/Facture,7224.00,Pioneer Natural Resources Tunisia LTD,11,3,2009,SOL/WT/00081/09,MISSING,NoChequeNumberField
9058,"[17423, 14646, 18804, 5040]",4,Invoice/Facture,4883627,Tunisiana SA,31,8,2007,2220000001047900,MISSING,NoChequeNumberField
9059,"[16969, 12483, 5900]",3,Invoice/Facture,4921811,Ben Rodhane,30,4,2007,14148,NoPurchaseOrderNumberField,NoChequeNumberField
9060,"[129, 13768]",2,Invoice/Facture,115200,VoyageAir SARL,30,12,2002,1280/02,150-9324 207 086,NoChequeNumberField
9061,"[1622, 7020, 9142]",3,Invoice/Facture,296300,Ariana Logistics,12,1,2007,974,MISSING,NoChequeNumberField
9064,"[49, 17931]",2,Invoice/Facture,2121532,Ariana Logistics,6,1,2005,449,MISSING,NoChequeNumberField
9066,"[11315, 3446, 1607, 9382, 6727, 5568]",6,Invoice/Facture,34380.00,KUPFPEC Tunisia LTD,20,4,2004,SOL/WT/0058/04,MISSING,NoChequeNumberField
9068,"[10503, 2033, 14491, 17435, 5985]",5,Invoice/Facture,9929670,ETS Ben Romdhane,30,6,2008,15831,MISSING,NoChequeNumberField
9078,"[8019, 14961]",2,Invoice/Facture,6312.00,Core Lab Petroleum Services,23,4,2009,9000682,MISSING,NoChequeNumberField
9084,"[18691, 5335, 13390, 3302, 2173, 15299]",6,Invoice/Facture,55002,L'Univers Decors,8,1,2010,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
9085,[10715],1,Invoice/Facture,1916262,Economic Auto,11,9,2007,07D02334,MISSING,NoChequeNumberField
9089,"[4883, 5979, 554, 10127]",4,Invoice/Facture,515750,Ariana Logistics,14,7,2008,1743,MISSING,NoChequeNumberField
9090,[8785],1,Invoice/Facture,6150.00,Compagnie Tuniso Koweito Chinoise de Petrole,27,12,2010,SOL/BHP/00289/10.,232/2010,NoChequeNumberField
9096,"[13358, 5195, 71]",3,Invoice/Facture,18218.00,ENI Tunisia BV Succursale de Tunis,7,2,2008,sol/wt/00018/08,500288,NoChequeNumberField
